"Date","Time","Open","High","Low","Close","Up","Down","xHigh","xLow","xOpen","xClose"
01/02/2014,17:00,1826.50,1826.75,1826.50,1826.75,222,88,1826.75,1826.50,1826.56,1826.66
01/02/2014,17:05,1826.75,1827.00,1826.50,1827.00,416,108,1827.00,1826.50,1826.61,1826.82
01/02/2014,17:10,1827.00,1827.00,1826.75,1826.75,259,13,1827.00,1826.72,1826.72,1826.79
01/02/2014,17:15,1826.75,1827.00,1826.50,1826.50,20,616,1827.00,1826.50,1826.76,1826.65
01/02/2014,18:05,1827.25,1827.75,1827.00,1827.50,427,288,1827.75,1826.70,1826.70,1827.29
01/02/2014,18:10,1827.25,1827.50,1827.25,1827.50,42,128,1827.50,1827.00,1827.00,1827.35
01/02/2014,18:15,1827.25,1827.50,1827.25,1827.50,16,10,1827.50,1827.17,1827.17,1827.38
01/02/2014,18:20,1827.50,1827.50,1827.25,1827.50,11,16,1827.50,1827.25,1827.28,1827.41
01/02/2014,18:25,1827.50,1827.50,1827.00,1827.25,55,85,1827.50,1827.00,1827.34,1827.27
01/02/2014,18:30,1827.25,1827.25,1827.00,1827.25,161,17,1827.31,1827.00,1827.31,1827.21
01/02/2014,18:35,1827.25,1827.25,1827.00,1827.00,10,138,1827.26,1827.00,1827.26,1827.10
01/02/2014,18:40,1827.00,1827.25,1827.00,1827.25,8,37,1827.25,1827.00,1827.18,1827.19
01/02/2014,18:45,1827.25,1827.50,1827.00,1827.25,60,105,1827.50,1827.00,1827.18,1827.24
01/02/2014,18:50,1827.25,1828.00,1827.00,1827.75,397,157,1828.00,1827.00,1827.21,1827.54
01/02/2014,18:55,1827.50,1828.00,1827.50,1827.75,84,74,1828.00,1827.38,1827.38,1827.68
01/02/2014,19:00,1827.50,1828.00,1827.25,1828.00,144,114,1828.00,1827.25,1827.53,1827.76
01/02/2014,19:05,1827.75,1828.25,1827.75,1827.75,221,126,1828.25,1827.64,1827.64,1827.83
01/02/2014,19:10,1827.50,1827.75,1827.25,1827.25,8,95,1827.75,1827.25,1827.73,1827.45
01/02/2014,19:15,1827.50,1827.50,1827.25,1827.25,25,7,1827.59,1827.25,1827.59,1827.37
01/02/2014,19:20,1827.25,1827.25,1827.25,1827.25,0,70,1827.48,1827.25,1827.48,1827.30
01/02/2014,19:25,1827.25,1827.50,1827.25,1827.50,56,17,1827.50,1827.25,1827.39,1827.43
01/02/2014,19:30,1827.50,1827.75,1827.50,1827.75,102,0,1827.75,1827.41,1827.41,1827.63
01/02/2014,19:35,1828.00,1828.00,1827.75,1827.75,92,110,1828.00,1827.52,1827.52,1827.75
01/02/2014,19:40,1827.50,1827.75,1827.50,1827.75,80,36,1827.75,1827.50,1827.64,1827.68
01/02/2014,19:45,1827.75,1827.75,1827.50,1827.75,18,56,1827.75,1827.50,1827.66,1827.68
01/02/2014,19:50,1827.75,1828.25,1827.75,1828.00,262,45,1828.25,1827.67,1827.67,1827.93
01/02/2014,19:55,1828.25,1828.25,1827.50,1827.75,6,267,1828.25,1827.50,1827.80,1827.81
01/02/2014,20:00,1827.50,1828.00,1827.50,1828.00,163,3,1828.00,1827.50,1827.81,1827.86
01/02/2014,20:05,1828.00,1828.25,1828.00,1828.25,178,60,1828.25,1827.83,1827.83,1828.12
01/02/2014,20:10,1828.25,1828.75,1828.25,1828.25,298,147,1828.75,1827.98,1827.98,1828.30
01/02/2014,20:15,1828.50,1828.75,1828.50,1828.50,308,15,1828.75,1828.14,1828.14,1828.48
01/02/2014,20:20,1828.50,1828.50,1828.00,1828.25,144,205,1828.50,1828.00,1828.31,1828.26
01/02/2014,20:25,1828.50,1829.00,1828.25,1829.00,317,28,1829.00,1828.25,1828.28,1828.71
01/02/2014,20:30,1829.00,1829.00,1828.50,1828.75,159,148,1829.00,1828.50,1828.50,1828.70
01/02/2014,20:35,1828.75,1829.50,1828.75,1829.25,659,283,1829.50,1828.60,1828.60,1829.07
01/02/2014,20:40,1829.50,1829.50,1828.75,1828.75,300,212,1829.50,1828.75,1828.83,1828.92
01/02/2014,20:45,1829.00,1829.00,1828.75,1829.00,123,24,1829.00,1828.75,1828.87,1828.92
01/02/2014,20:50,1828.75,1829.00,1828.50,1828.50,6,279,1829.00,1828.50,1828.90,1828.68
01/02/2014,20:55,1828.25,1828.50,1827.75,1828.00,82,713,1828.79,1827.75,1828.79,1828.21
01/02/2014,21:00,1828.00,1828.00,1827.50,1827.75,102,206,1828.50,1827.50,1828.50,1827.90
01/03/2014,09:05,1830.00,1830.25,1829.75,1830.00,368,471,1830.25,1828.20,1828.20,1829.64
01/03/2014,09:10,1830.00,1830.00,1829.25,1829.50,302,672,1830.00,1828.92,1828.92,1829.43
01/03/2014,09:15,1829.50,1829.75,1829.25,1829.75,1052,877,1829.75,1829.18,1829.18,1829.54
01/03/2014,09:20,1829.75,1829.75,1828.25,1829.00,1197,2777,1829.75,1828.25,1829.36,1829.07
01/03/2014,09:25,1828.75,1829.00,1828.75,1828.75,402,475,1829.21,1828.75,1829.21,1828.89
01/03/2014,09:30,1828.75,1829.50,1828.75,1829.00,1838,1164,1829.50,1828.75,1829.05,1829.06
01/03/2014,09:35,1828.75,1829.50,1828.00,1829.25,12835,13154,1829.50,1828.00,1829.06,1829.01
01/03/2014,09:40,1829.25,1832.25,1829.00,1831.75,21504,13082,1832.25,1829.00,1829.03,1830.76
01/03/2014,09:45,1831.75,1832.00,1830.25,1830.50,10021,14190,1832.00,1829.90,1829.90,1830.63
01/03/2014,09:50,1830.50,1831.75,1830.00,1831.25,11540,10655,1831.75,1830.00,1830.26,1830.90
01/03/2014,09:55,1831.50,1832.00,1830.25,1830.50,6948,7506,1832.00,1830.25,1830.58,1830.77
01/03/2014,10:00,1830.50,1831.75,1830.50,1831.25,5874,5478,1831.75,1830.50,1830.67,1831.08
01/03/2014,10:05,1831.50,1833.00,1831.25,1832.25,11255,8066,1833.00,1830.88,1830.88,1831.93
01/03/2014,10:10,1832.25,1832.75,1830.25,1830.50,6440,9995,1832.75,1830.25,1831.40,1831.08
01/03/2014,10:15,1830.75,1831.50,1830.25,1830.75,6760,5691,1831.50,1830.25,1831.24,1830.90
01/03/2014,10:20,1830.75,1831.50,1830.25,1830.25,4688,6259,1831.50,1830.25,1831.07,1830.66
01/03/2014,10:25,1830.25,1831.25,1830.00,1830.50,4376,4584,1831.25,1830.00,1830.87,1830.62
01/03/2014,10:30,1830.50,1831.00,1830.00,1830.75,3019,2243,1831.00,1830.00,1830.75,1830.65
01/03/2014,10:35,1830.75,1831.50,1830.50,1831.50,3563,3340,1831.50,1830.50,1830.70,1831.14
01/03/2014,10:40,1831.25,1831.50,1830.50,1830.75,3393,1512,1831.50,1830.50,1830.92,1830.88
01/03/2014,10:45,1830.50,1832.25,1830.50,1831.75,7199,5397,1832.25,1830.50,1830.90,1831.43
01/03/2014,10:50,1831.75,1832.00,1829.50,1829.75,3272,8519,1832.00,1829.50,1831.17,1830.43
01/03/2014,10:55,1829.75,1830.50,1829.25,1830.00,3958,5145,1830.80,1829.25,1830.80,1830.11
01/03/2014,11:00,1830.00,1830.50,1829.50,1830.25,3447,3736,1830.50,1829.50,1830.45,1830.19
01/03/2014,11:05,1830.50,1831.00,1830.25,1831.00,2444,2913,1831.00,1830.25,1830.32,1830.71
01/03/2014,11:10,1831.00,1831.50,1830.00,1831.50,3611,4608,1831.50,1830.00,1830.52,1831.00
01/03/2014,11:15,1831.50,1831.50,1829.75,1829.75,1381,4880,1831.50,1829.75,1830.76,1830.30
01/03/2014,11:20,1829.75,1830.00,1827.50,1828.00,6379,10651,1830.53,1827.50,1830.53,1828.81
01/03/2014,11:25,1828.00,1828.75,1827.75,1828.00,3527,2740,1829.67,1827.75,1829.67,1828.43
01/03/2014,11:30,1828.25,1828.25,1825.75,1826.00,11330,14346,1829.05,1825.75,1829.05,1827.01
01/03/2014,11:35,1826.00,1826.75,1825.75,1826.00,5249,7242,1828.03,1825.75,1828.03,1826.51
01/03/2014,11:40,1825.75,1826.50,1825.50,1826.25,8618,5008,1827.27,1825.50,1827.27,1826.35
01/03/2014,11:45,1826.25,1826.25,1825.75,1825.75,2625,4419,1826.81,1825.75,1826.81,1826.06
01/03/2014,11:50,1825.75,1826.00,1824.50,1825.00,5627,9913,1826.44,1824.50,1826.44,1825.39
01/03/2014,11:55,1825.00,1825.50,1824.75,1825.25,3435,3573,1825.91,1824.75,1825.91,1825.33
01/03/2014,12:00,1825.25,1825.50,1823.50,1824.25,6551,8994,1825.62,1823.50,1825.62,1824.62
01/03/2014,12:05,1824.50,1824.50,1823.50,1824.00,3568,3443,1825.12,1823.50,1825.12,1824.22
01/03/2014,12:10,1824.00,1824.50,1823.00,1824.50,8510,6748,1824.67,1823.00,1824.67,1824.23
01/03/2014,12:15,1824.25,1825.00,1824.25,1824.50,3545,3097,1825.00,1824.25,1824.45,1824.54
01/03/2014,12:20,1824.50,1825.00,1824.25,1824.50,2349,1173,1825.00,1824.25,1824.50,1824.55
