"Date","Time","Open","High","Low","Close","Up","Down","xHigh","xLow","xOpen","xClose"
01/02/2014,14:45,1824.75,1826.00,1824.50,1825.50,5794,2476,1826.00,1824.29,1824.29,1825.16
01/02/2014,14:50,1825.25,1826.25,1824.75,1825.75,4342,2298,1826.25,1824.72,1824.72,1825.44
01/02/2014,14:55,1826.00,1826.25,1825.25,1825.50,4908,1311,1826.25,1825.08,1825.08,1825.52
01/02/2014,15:00,1825.50,1826.00,1824.25,1824.75,1728,3768,1826.00,1824.25,1825.30,1825.01
01/02/2014,15:05,1824.50,1825.75,1824.25,1825.00,3421,3416,1825.75,1824.25,1825.16,1825.03
01/02/2014,15:10,1824.75,1825.75,1824.50,1825.75,4204,2836,1825.75,1824.50,1825.09,1825.37
01/02/2014,15:15,1825.75,1827.50,1825.75,1826.75,6925,3895,1827.50,1825.23,1825.23,1826.40
01/02/2014,15:20,1827.00,1828.75,1826.75,1828.25,8005,7537,1828.75,1825.81,1825.81,1827.56
01/02/2014,15:25,1828.25,1828.75,1827.50,1827.75,4161,6129,1828.75,1826.69,1826.69,1827.69
01/02/2014,15:30,1827.75,1828.50,1826.75,1826.75,2979,6262,1828.50,1826.75,1827.19,1827.19
01/02/2014,15:35,1826.75,1827.50,1826.00,1826.50,7633,6012,1827.50,1826.00,1827.19,1826.74
01/02/2014,15:40,1826.50,1827.25,1825.25,1825.75,7669,5811,1827.25,1825.25,1826.96,1826.19
01/02/2014,15:45,1825.75,1827.00,1825.50,1826.75,5926,4029,1827.00,1825.50,1826.58,1826.52
01/02/2014,15:50,1826.75,1829.25,1826.50,1828.00,11423,8493,1829.25,1826.50,1826.55,1827.66
01/02/2014,15:55,1828.00,1828.50,1826.75,1827.75,3930,7636,1828.50,1826.75,1827.10,1827.57
01/02/2014,16:00,1827.75,1828.25,1826.00,1826.25,17802,27839,1828.25,1826.00,1827.34,1826.82
01/02/2014,16:05,1826.25,1827.50,1826.00,1827.25,17259,15987,1827.50,1826.00,1827.08,1827.02
01/02/2014,16:10,1827.25,1827.50,1827.00,1827.50,3981,3624,1827.50,1827.00,1827.05,1827.31
01/02/2014,16:15,1827.50,1828.00,1826.25,1826.25,6151,12686,1828.00,1826.25,1827.18,1826.79
01/02/2014,16:35,1826.50,1826.50,1826.25,1826.50,1615,730,1826.98,1826.25,1826.98,1826.55
01/02/2014,16:40,1826.25,1826.75,1826.25,1826.50,1000,165,1826.76,1826.25,1826.76,1826.55
01/02/2014,16:45,1826.75,1826.75,1826.50,1826.50,186,927,1826.75,1826.50,1826.66,1826.58
01/02/2014,16:50,1826.50,1826.75,1826.25,1826.25,107,377,1826.75,1826.25,1826.62,1826.42
01/02/2014,16:55,1826.25,1826.75,1826.25,1826.75,131,51,1826.75,1826.25,1826.52,1826.60
